,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,expected_ir,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
10250,27410,1,blkTestCatAAp,59,2,1700,Approach,1,683,Implicit,s.e3c59099-59f3-4610-bcf6-34c79d85185b.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,983,R_1irKg0xfNxkZptA,46,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,16417,Education,yMvLT85ADH,61,1,6.0,2,3,4,3,60,2,6.0,5,All,5,All,2,5,2,2,4,3,4,3,3,3,3,5,3,2,4,3,4,3,3,4,"No, everything was clear",Thank you for the opportunity.,0.6,1.0,black,female,5679.0,6224.0,6927.0,6330.0,6032.0,5995.0,6574.0,6559.0,567.9,622.4,692.7,633.0,603.2,599.5,657.4,655.9,3.75,2.75,2.75,4.5,2.5
10290,27510,1,blkTestCatAAp,31,2,800,Approach,1,2054,Implicit,s.af1650d7-6458-47d2-8ed3-63d87cc6a358.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1527,R_1GK88UUSQdidemI,67,Female,Female,Black or African American alone,Absolutely not true,Liberal,28227,Other,axG29ye4ny,100,1,7.0,All,All,All,All,92,5,5.0,3,4,3,3,3,5,4,2,1,4,5,4,2,3,4,5,5,2,5,3,5,3,2,3,Not at all.,I enjoyed taking this study. ,0.6,0.975,white,male,11950.0,9710.0,11461.0,12649.0,10721.0,10857.0,12690.0,11502.0,1195.0,971.0,1273.4444444444443,1264.9,1072.1,1085.7,1410.0,1150.2,3.0,4.0,3.5,5.0,2.0
10329,27610,1,blkTestCatAAp,55,2,1700,Approach,1,1562,Implicit,s.fbb68792-fc70-49ed-9806-2f9547acd08e.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1436,R_VJqESqAs9E4d0Xv,68,Male,Male,Black or African American alone,Absolutely not true,Conservative,60827,Other,gVEjnCkxL7,61,3,5.0,5,4,5,5,61,2,5.0,4,4,2,3,2,4,3,2,3,2,4,4,2,3,4,3,4,2,3,2,4,4,2,4,no,"Intersesting but unsure about the meaning of the blue/red ""test""",0.6,1.0,black,male,15630.0,15298.0,14730.0,15721.0,16079.0,16016.0,14281.0,15003.0,1563.0,1529.8,1473.0,1572.1,1607.9,1601.6,1428.1,1500.3,3.25,3.75,2.5,3.75,2.0
10369,27710,1,blkTestCatAAp,60,1,800,Avoid,1,1483,Implicit,s.baba6b16-827d-4d91-9e78-37373e38d98f.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1011,R_2SjXL86OnXh5ysv,75,Male,Male,Black or African American alone,Absolutely not true,Liberal,8002,Other,snBLcnH2FA,81,2,6.0,4,4,5,All,61,3,5.0,4,5,2,None,3,5,4,1,4,2,4,4,3,3,4,4,4,2,3,2,3,5,3,4,Nothing was unclear.,Nothing else.,0.6,1.0,black,female,10120.0,11563.0,10463.0,11975.0,10352.0,12405.0,10231.0,11133.0,1012.0,1156.3,1046.3,1197.5,1035.2,1240.5,1023.1,1113.3,3.5,4.25,2.75,4.0,2.25
10409,27810,1,blkTestCatAAp,41,2,1000,Approach,1,2212,Implicit,s.7d2ce756-6e39-44ba-89de-a05d257f0c50.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1527,R_VRaeyvSUgjtGvbX,71,Female,Female,Black or African American alone,Absolutely not true,Moderate,23504,Other,hP5G7WOpbx,100,1,7.0,All,All,All,All,100,1,7.0,All,All,All,All,2,5,5,1,4,3,5,5,2,4,4,4,4,1,4,4,5,5,2,5,No.,No.,0.6,1.0,white,female,6599.0,10170.0,13223.0,6975.0,9629.0,9538.0,10193.0,7607.0,659.9,1017.0,1322.3,697.5,962.9,953.8,1019.3,760.7,4.25,4.75,3.25,4.75,1.5
10449,27960,1,blkTestCatAAp,52,2,1200,Approach,1,910,Explicit,s.9bca1712-31d6-4198-b353-6589ab845225.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1048,R_30djTowIdkPD5Ii,72,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,10301,Other,SwWqPASfMW,70,2,6.0,2,2,None,None,70,2,6.0,5,5,All,All,2,4,4,2,3,4,4,5,2,4,4,4,5,1,5,4,5,5,2,5,"No, in fact, the instructions were very clear.","No, thank you.",0.6,1.0,black,male,9337.0,9568.0,9083.0,8461.0,18420.0,0.0,0.0,18029.0,933.7,956.8,908.3,846.1,921.0,0.0,0.0,901.45,4.25,4.75,3.5,4.25,1.75
10489,28060,1,blkTestCatAAp,42,1,1700,Avoid,1,3364,Explicit,s.876f5644-2b45-40b9-b568-cd7406b9b6b7.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1565,R_1CEzCP83QvokXBj,75,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,95821,Other,bfdjwfSX47,51,2,6.0,3,4,4,5,72,1,6.0,All,All,All,2,4,5,5,4,5,5,4,4,4,1,3,4,5,3,4,4,5,4,4,5,"No, it was clear. Had a little trouble with the U J M thing since eit was incumbent that I do it quickly. I screwed up alot . ",I was wondering if it was geared toward black people? I felt like it thought I was black. ,0.6,0.9,white,female,11988.0,12612.0,12987.0,11466.0,24975.0,0.0,0.0,24078.0,1332.0,1261.2,1623.375,1274.0,1469.1176470588234,0.0,0.0,1267.2631578947369,3.75,4.5,4.0,4.5,3.75
10525,28160,1,blkTestCatAAp,35,1,1700,Avoid,1,1120,Explicit,s.13dc618a-9aec-4e14-a24f-0ea4487c585d.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2074,R_27Umgc2YiKY93RG,68,Female,Female,Black or African American alone,Absolutely not true,Liberal,27408,Education,tcLRxc3Wsd,100,2,7.0,5,5,5,5,80,4,5.0,3,3,2,2,3,4,2,2,4,3,4,2,2,3,4,3,3,2,2,4,4,3,2,4,The directions for the feelings thermometer were written rather oddly with the use of parenthesis,"Whatever the goal, I hope that my participation helps whomever achieve the goal",0.6,1.0,white,male,9028.0,9419.0,9521.0,11657.0,18549.0,0.0,0.0,21076.0,902.8,941.9,952.1,1165.7,927.45,0.0,0.0,1053.8,3.25,2.5,3.5,3.75,2.0
10565,28260,1,blkTestCatAAp,44,1,1000,Avoid,1,589,Explicit,s.8e413de0-716f-4d1a-ae65-38c33fd4e3ec.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,734,R_1LdIzy8yr2CXCs5,47,Male,Male,Black or African American alone,Absolutely not true,Liberal,27606,Food services,JBa2WGbkMw,75,3,6.0,3,4,3,2,72,3,5.0,4,3,4,3,4,4,4,1,3,4,4,4,2,4,4,3,3,2,5,4,4,4,2,4,no,,0.6,0.975,white,female,5537.0,4932.0,5364.0,6713.0,10901.0,0.0,0.0,11645.0,553.7,548.0,536.4,671.3,545.05,0.0,0.0,612.8947368421053,4.0,3.75,4.0,3.75,1.75
10604,28360,1,blkTestCatAAp,64,2,1600,Approach,1,819,Explicit,s.04713e06-e088-4e76-ad0b-4b5882af0f34.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,745,R_25Ab6p6XtSO4Ro3,32,Male,Male,Black or African American alone,Absolutely not true,Moderate,32351,Education,CGMEObnzVw,57,5,4.0,All,All,All,All,83,3,5.0,None,3,2,2,5,5,2,4,5,4,2,4,2,2,5,5,4,4,4,3,3,3,3,4,not at all,none,0.6,1.0,black,female,5765.0,5903.0,6421.0,5958.0,12186.0,0.0,0.0,11861.0,576.5,590.3,642.1,595.8,609.3,0.0,0.0,593.05,3.75,3.25,4.25,3.75,3.25
10644,28460,1,blkTestCatAAp,38,1,1700,Avoid,1,696,Explicit,s.cc664748-f802-4c97-a0e1-2ca237048770.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,963,R_1FlzIqTLgHwcDz2,42,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,77014,Other,gcp7Ehj2an,96,2,7.0,4,4,5,5,92,2,6.0,4,4,3,3,3,5,5,1,3,3,4,4,2,3,3,4,4,2,3,3,4,4,2,4,No. Everything was clear.,"No, I do not.",0.6,0.95,white,female,5900.0,4453.0,5143.0,5304.0,11043.0,0.0,0.0,9757.0,590.0,556.625,514.3,530.4,552.15,0.0,0.0,542.0555555555555,3.25,4.25,3.0,4.25,1.75
10682,28562,1,blkTestCatAAp,61,2,800,Approach,1,1869,Explicit,s.53a7bcde-6368-4912-8ebc-f896430cd8c3.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1188,R_3RdQPpBMI717Bu0,77,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,89183,Other,QA25e5p5QB,60,1,5.0,None,None,None,None,75,3,5.0,All,All,All,All,2,3,4,3,4,2,3,4,3,4,2,3,4,3,3,2,3,3,2,4,no,no,0.6,0.95,black,female,7573.0,6579.0,10013.0,9996.0,17586.0,0.0,0.0,16575.0,841.4444444444445,731.0,1001.3,999.6,925.578947368421,0.0,0.0,872.3684210526316,3.75,3.75,2.0,3.0,2.75
10720,28660,1,blkTestCatAAp,29,1,1300,Avoid,1,791,Explicit,s.ab03bd1d-98e6-412f-895f-71c4a79f750c.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,774,R_2rYhnADjNltp7Dy,71,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,81006,Agriculture,HfPraGjm6s,52,4,5.0,2,2,2,None,51,4,5.0,4,4,4,All,2,4,3,2,2,1,4,4,2,4,3,4,3,2,4,2,3,4,4,4,no,no,0.6,1.0,white,male,6053.0,6571.0,6165.0,6180.0,12218.0,0.0,0.0,12751.0,605.3,657.1,616.5,618.0,610.9,0.0,0.0,637.55,3.5,3.5,2.0,3.75,2.5
10760,28760,1,blkTestCatAAp,33,1,1400,Avoid,1,469,Explicit,s.67b59239-c50a-46d1-ac36-26836ba77e83.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,892,R_2dz44dlHAAfDWhX,30,Male,Male,Black or African American alone,Absolutely not true,Strongly liberal,21216,Other,2OhzC96KN9,93,3,6.0,4,4,5,5,85,2,6.0,2,2,None,None,5,5,5,4,5,5,5,5,2,5,5,5,5,1,5,5,5,5,5,5,none at all,very fun and informative study overall,0.6,1.0,white,male,5700.0,5401.0,5543.0,6150.0,11243.0,0.0,0.0,11551.0,570.0,540.1,554.3,615.0,562.15,0.0,0.0,577.55,5.0,5.0,5.0,5.0,3.0
10800,28860,1,blkTestCatAAp,62,2,1400,Approach,1,945,Explicit,s.56bf0d95-97f8-41d7-9440-dd0220046388.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,909,R_3j1EBeZzDfUWrUL,71,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,47404,Other,twtCeNguvS,50,2,5.0,2,2,2,2,50,2,5.0,4,3,4,4,3,4,3,2,4,3,3,4,2,4,4,3,4,2,4,3,4,4,2,4,no,none,0.6,1.0,black,female,7677.0,8281.0,9170.0,8198.0,16847.0,0.0,0.0,16479.0,767.7,828.1,917.0,819.8,842.35,0.0,0.0,823.95,4.0,3.75,3.25,3.5,2.0
10840,28960,1,blkTestCatAAp,39,1,1500,Avoid,1,802,Explicit,s.3eea90de-02f9-44c4-9b61-ad007a2081e7.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1797,R_3k6QllZu2hMvzzV,69,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,27703,Other,2dQw3sTGDW,70,2,6.0,2,3,2,2,80,2,6.0,All,All,All,5,3,4,3,2,4,3,4,4,2,4,4,3,4,2,4,3,4,4,3,4,No.,No.,0.6,1.0,white,female,7658.0,10429.0,8423.0,10313.0,16081.0,0.0,0.0,20742.0,765.8,1042.9,842.3,1031.3,804.05,0.0,0.0,1037.1,4.0,3.75,3.25,3.75,2.25
10880,29060,1,blkTestCatAAp,59,2,1400,Approach,1,705,Explicit,s.1325caad-4c91-4a0f-b6da-30a3396fd123.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1092,R_2ZHB2AcmHdUcjMM,51,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,7419,Utilities,h6jvPQnWEy,55,4,4.0,2,2,None,None,72,5,6.0,All,All,All,All,1,2,5,1,4,1,2,5,4,2,1,5,5,2,5,1,1,5,2,5,no - well done overall.,nothing to add - hope I helped!,0.6,1.0,black,female,6256.0,6859.0,6055.0,6311.0,12311.0,0.0,0.0,13170.0,625.6,685.9,605.5,631.1,615.55,0.0,0.0,658.5,4.0,5.0,1.0,2.5,2.25
10920,29160,1,blkTestCatAAp,45,1,1600,Avoid,1,1078,Explicit,s.a68ba42c-b263-4e27-b339-952506c9fff6.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,823,R_3J1QrKfGFFzw7OL,72,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,46217,Other,7XJLwOhWaS,70,3,5.0,None,4,2,2,82,3,6.0,All,3,All,All,2,4,5,1,1,3,4,5,3,2,2,4,4,2,2,2,4,5,2,3,The purpose I guess.,nothing comes to mind,0.6,1.0,white,female,8938.0,7995.0,9170.0,8719.0,18108.0,0.0,0.0,16714.0,893.8,799.5,917.0,871.9,905.4,0.0,0.0,835.7,2.0,4.75,2.25,4.0,2.0
10960,29260,1,blkTestCatAAp,30,1,1500,Avoid,1,1053,Explicit,s.a4b5e997-7c03-48c6-847b-0ec5543a6ff5.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1331,R_VJrRwYvtH8i0WxX,73,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,24382,Other,8ajRB7qCVp,67,3,5.0,2,4,3,2,75,2,5.0,5,5,5,5,3,3,4,2,3,4,3,5,2,4,4,3,5,2,4,4,4,4,2,4,Nothing was unclear in the study but ensuring that you hit the correct keys when sections 1 and 2 changed parameters.,Interesting study,0.6,1.0,white,male,12437.0,9978.0,10446.0,9959.0,22883.0,0.0,0.0,19937.0,1243.7,997.8,1044.6,995.9,1144.15,0.0,0.0,996.85,3.75,4.5,3.75,3.25,2.0
11000,29360,1,blkTestCatAAp,47,2,1900,Approach,1,849,Explicit,s.6be4fef9-abed-4085-b2a1-b71af95b7f83.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,6192,R_7VQkX83VRIYUb4t,43,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,60615,Prefer not to say,MnZ84dqWkB,91,3,6.0,All,3,All,5,51,2,3.0,None,None,None,None,1,4,2,3,4,3,4,2,3,4,1,4,3,2,3,2,4,4,4,5,No.,None,0.6,0.95,black,male,6824.0,6837.0,5438.0,6489.0,12262.0,0.0,0.0,13326.0,682.4,683.7,679.75,648.9,681.2222222222222,0.0,0.0,666.3,4.0,2.75,1.75,4.0,3.0
11038,29460,1,blkTestCatAAp,55,2,1900,Approach,1,688,Explicit,s.62d40f3f-ff14-462d-b9a2-983aea637fd7.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1096,R_1F3ZNOAfXG6dEuS,33,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,30024,Health care,23jMGujxH5,92,2,6.0,5,5,4,2,80,2,5.0,4,5,4,3,2,5,4,2,3,2,4,4,2,2,2,4,4,4,2,2,4,4,4,3,No,None,0.6,0.975,black,male,8789.0,5416.0,7358.0,7061.0,16147.0,0.0,0.0,12477.0,878.9,601.7777777777778,735.8,706.1,807.35,0.0,0.0,656.6842105263158,2.5,4.0,2.0,4.25,3.0
11077,29560,1,blkTestCatAAp,61,2,1500,Approach,1,904,Explicit,s.d2efa7f7-9887-4313-b16c-55463dfe64ec.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,911,R_UimXCjLdcFNfA89,61,Male,Male,Black or African American alone,Absolutely not true,Slightly liberal,11208,Other,4gBqZwRLmX,60,4,5.0,5,4,4,3,65,2,6.0,2,4,3,3,1,5,3,1,4,2,3,5,2,5,3,4,4,1,5,2,4,4,1,5,no.,no.,0.6,1.0,black,female,7295.0,7839.0,8450.0,7602.0,15745.0,0.0,0.0,15441.0,729.5,783.9,845.0,760.2,787.25,0.0,0.0,772.05,4.75,4.0,2.0,4.0,1.25
11117,29660,1,blkTestCatAAp,53,2,1400,Approach,1,780,Explicit,s.6f8af662-68d7-44e0-8ebb-d7c039c74cf0.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,995,R_2qrCCSXCbNVPnJM,27,Male,Male,Black or African American alone,Absolutely not true,Liberal,30017,Health care,W3wvT5322E,60,2,6.0,All,All,All,All,50,2,6.0,All,All,All,All,2,5,1,1,4,2,5,1,1,5,1,5,4,2,5,1,5,1,4,5,"Associating U and M with specific stimuli was confusing, but I imagine that was the point",Interesting study. 9.5/10,0.6,0.825,black,male,6653.0,5452.0,6338.0,6277.0,12991.0,0.0,0.0,11729.0,739.2222222222222,778.8571428571429,792.25,697.4444444444445,764.1764705882352,0.0,0.0,733.0625,4.75,1.75,1.5,5.0,2.0
11150,29760,1,blkTestCatAAp,53,2,2000,Approach,1,684,Explicit,s.dd0fcb52-7fb2-4671-827c-3fae73d336dc.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,979,R_2OOydD3djnwYTO5,41,Female,Female,Black or African American alone,Absolutely not true,Liberal,27455,Entertainment,CfyHUtNQpb,100,2,6.0,All,All,All,All,28,5,6.0,4,All,2,None,2,2,4,4,5,5,4,5,2,4,2,4,5,3,3,2,3,5,4,5,no,this was absolutely terrible. ,0.6,0.975,black,male,7004.0,6376.0,6325.0,6305.0,13329.0,0.0,0.0,12681.0,700.4,708.4444444444445,632.5,630.5,666.45,0.0,0.0,667.421052631579,4.25,4.75,2.75,3.25,3.25
11189,29860,1,blkTestCatAAp,40,1,800,Avoid,1,1125,Explicit,s.f6faba6a-11b7-4c57-ad3e-9d2a467a23b1.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1313,R_1LbvWQKGr5paxUP,70,Female,Female,Black or African American alone,Absolutely not true,Liberal,31415,Other,JpOb6R48d9,100,1,6.0,5,4,5,All,100,1,7.0,2,5,2,None,2,4,4,1,1,2,4,5,1,3,3,4,4,1,5,3,5,5,1,1,No everything was very clear.,No additional comments. ,0.6,1.0,white,female,9834.0,8454.0,10494.0,10456.0,20328.0,0.0,0.0,18910.0,983.4,845.4,1049.4,1045.6,1016.4,0.0,0.0,945.5,2.5,4.5,2.5,4.25,1.0
11229,29960,1,blkTestCatAAp,42,1,1000,Avoid,1,558,Explicit,s.29c192de-7e6e-4de3-94de-53768d6f8236.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,970,R_3rMNn44i6qEHMZR,37,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,30093,Other,BStWCfhRFn,80,1,7.0,All,All,All,5,53,3,5.0,All,All,All,4,3,5,4,3,4,3,2,2,4,4,4,4,4,2,4,2,2,4,4,4,No,,0.6,0.95,white,female,5980.0,7340.0,5569.0,9011.0,11549.0,0.0,0.0,16351.0,598.0,815.5555555555555,618.7777777777778,901.1,607.8421052631579,0.0,0.0,860.578947368421,4.0,3.5,3.0,3.25,3.25
11267,30060,1,blkTestCatAAp,43,1,1300,Avoid,1,828,Explicit,s.f5dd0d50-4329-4170-9367-bf36a3f42c6a.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,896,R_QoBhSnU1lMkjeoh,37,Male,Male,Black or African American alone,Absolutely not true,Moderate,35660,Information services,pBebBbHLUx,100,1,7.0,5,All,All,4,100,1,7.0,5,All,All,4,3,5,4,2,5,3,4,5,2,3,3,4,4,1,3,2,3,4,3,5,"No, I didn't feel anything was unclear.",The section with the faces went a bit too long and I didn't really understand it's relevance to the rest of the survey.,0.6,0.925,white,female,8303.0,6562.0,5348.0,7279.0,13651.0,0.0,0.0,13841.0,830.3,656.2,764.0,727.9,803.0,0.0,0.0,692.05,4.0,4.25,2.75,4.0,2.0
11304,30160,1,blkTestCatAAp,61,2,1700,Approach,1,657,Explicit,s.65881eec-b0c4-4813-a366-7093b997fa28.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,847,R_2ucb2xhmizmkcCZ,42,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,30215,Other,u5QJGBx2Nh,50,5,6.0,2,3,2,2,50,5,6.0,5,3,4,5,2,5,2,2,4,2,4,4,2,4,1,5,4,4,4,2,4,4,3,4,"No, other than the instruction text on the section asking about neighbors and co-workers wasn't clear.",I enjoyed taking this survey.  Thank you!,0.6,1.0,black,female,6522.0,6151.0,6291.0,6159.0,12813.0,0.0,0.0,12310.0,652.2,615.1,629.1,615.9,640.65,0.0,0.0,615.5,4.0,3.5,1.75,4.5,2.75
11344,30260,1,blkTestCatAAp,31,1,2000,Avoid,1,1440,Explicit,s.5e59945c-ded1-4d57-8011-298a4e35a60d.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1542,R_2dW9txTOtUQ8Img,76,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,28645,Prefer not to say,rkGxW8JH7D,52,3,6.0,None,4,4,None,90,4,5.0,All,4,5,All,1,4,3,2,3,2,3,4,4,3,2,3,4,3,2,2,4,5,3,3,EWverything seemed pretty straight forward.,No additional comments.,0.6,1.0,white,male,12092.0,12282.0,11868.0,11423.0,23960.0,0.0,0.0,23705.0,1209.2,1228.2,1186.8,1142.3,1198.0,0.0,0.0,1185.25,2.75,4.0,1.75,3.5,3.0
11384,30360,1,blkTestCatAAp,57,2,1500,Approach,1,520,Explicit,s.3b64aa38-2f03-453c-97b1-4ab9ab4c636d.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1008,R_YX1hTix5OfF0533,37,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,30310,Utilities,ZvhUPbjTG2,100,1,7.0,4,4,4,4,91,1,7.0,5,4,4,4,4,5,4,4,4,2,4,4,1,3,4,5,4,3,4,3,5,5,3,5,no,thank you,0.6,0.975,black,female,6985.0,7385.0,7990.0,10401.0,14975.0,0.0,0.0,17786.0,698.5,820.5555555555555,799.0,1040.1,748.75,0.0,0.0,936.1052631578947,4.0,4.25,3.25,4.75,2.75
11423,30460,1,blkTestCatAAp,55,2,1800,Approach,1,1307,Explicit,s.6d84603a-e780-4d2e-bb56-966a9b62f7b2.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,984,R_3HN5Wmc3vTW0SyI,40,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,72019,Education,SqgdUNRD2u,39,6,4.0,2,3,3,None,76,4,5.0,4,4,4,5,2,4,4,4,3,3,3,2,3,3,4,3,4,3,2,3,3,3,4,4,No,"No, just curious why you are so interested in race. I'm also sure the people who created this are super judgmental liberals who don't practice what they preach but are the first to criticize others.",0.6,1.0,black,male,10573.0,10844.0,10462.0,9970.0,21035.0,0.0,0.0,20814.0,1057.3,1084.4,1046.2,997.0,1051.75,0.0,0.0,1040.7,3.0,3.25,3.0,3.25,3.5
11463,30560,1,blkTestCatAAp,57,2,1200,Approach,1,1080,Explicit,s.7c019e6a-0652-4859-9ebd-a81986d430c6.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,955,R_3fIyUjB6eGkU7jR,40,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,35023,Prefer not to say,9gNTQwh3F5,49,2,5.0,2,5,3,2,49,5,4.0,5,4,4,4,2,4,2,4,4,3,4,3,3,4,2,4,4,4,3,3,4,2,4,4,Didn't really understand how the in group questions were worded,nah,0.6,0.975,black,female,6016.0,7677.0,7027.0,6660.0,13043.0,0.0,0.0,14337.0,601.6,853.0,702.7,666.0,652.15,0.0,0.0,754.578947368421,3.75,2.75,2.5,4.0,3.75
11502,30660,1,blkTestCatAAp,53,2,1900,Approach,1,530,Explicit,s.1c134993-9546-4931-ba65-7fc57733ff6f.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,850,R_ufa6HVMdJiHkdUJ,44,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,99217,Other,LuAPPyp3LA,85,2,5.0,2,3,None,None,85,6,7.0,5,4,All,All,1,4,5,1,5,1,2,5,4,5,1,3,5,1,5,1,2,5,4,5,None,,0.6,0.825,black,male,4800.0,5864.0,4326.0,4081.0,9126.0,0.0,0.0,9945.0,533.3333333333334,651.5555555555555,618.0,510.125,570.375,0.0,0.0,585.0,5.0,5.0,1.0,2.75,2.5
11535,30760,1,blkTestCatAAp,53,2,1300,Approach,1,615,Explicit,s.36fab538-12f0-4be6-8364-3d438b6bb48d.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,918,R_3PY4504mCF3L1VQ,50,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,35006,Other,FfWn3yeY7D,30,5,6.0,None,4,3,2,75,5,6.0,All,5,All,5,2,2,4,4,3,2,2,4,2,4,2,1,5,4,4,2,1,4,2,4,No,No,0.6,0.9,black,male,4809.0,4395.0,4056.0,4095.0,8865.0,0.0,0.0,8490.0,534.3333333333334,439.5,507.0,455.0,521.4705882352941,0.0,0.0,446.8421052631579,3.75,4.25,2.0,1.5,3.0
11571,30860,1,blkTestCatAAp,31,1,1600,Avoid,1,1008,Explicit,s.fa384db9-c170-4a83-a352-4afd2043d233.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,872,R_3OiXYWe5KiXTATx,50,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,68025,Education,aRLEKWWnuj,60,1,4.0,None,3,None,None,50,4,4.0,All,4,All,All,1,3,4,2,3,3,3,4,3,3,3,2,5,3,4,2,3,4,2,4,No,No,0.6,1.0,white,male,7345.0,7909.0,7829.0,6765.0,15174.0,0.0,0.0,14674.0,734.5,790.9,782.9,676.5,758.7,0.0,0.0,733.7,3.5,4.25,2.25,2.75,2.5
